"State","region","Date","Home.Value","Structure.Cost","Land.Value","Land.Share..Pct.","Home.Price.Index","Land.Price.Index"
"CT","N. East",19983,210219,99549,110670,52.6,0.865,0.792
"CT","N. East",19921,208425,86936,121489,58.3,0.858,0.858
"CT","N. East",19922,206886,87130,119755,57.9,0.852,0.846
"CT","N. East",19923,205311,87177,118134,57.5,0.845,0.834
"CT","N. East",19913,211814,84509,127306,60.1,0.872,0.897
"CT","N. East",19904,220630,79081,141548,64.2,0.908,0.995
"CT","N. East",19911,217222,80650,136572,62.9,0.894,0.961
"CT","N. East",19912,214247,82581,131667,61.5,0.882,0.927
"CT","N. East",19914,209947,86004,123943,59,0.864,0.874
"DE","South",19814,53066,47946,5120,9.6,0.337,0.013
"DE","South",19822,54111,50524,3587,6.6,0.344,0.009
"DE","South",19823,54888,51812,3076,5.6,0.349,0.008
"DE","South",19824,55737,52950,2787,5,0.354,0.007
"DE","South",19821,53403,49199,4205,7.9,0.34,0.011
"DE","South",19811,52717,44845,7873,14.9,0.335,0.02
"DE","South",19812,52842,45776,7065,13.4,0.336,0.018
"DE","South",19813,52975,46794,6181,11.7,0.337,0.016
"DE","South",19751,40557,29527,11030,27.2,0.258,0.027
"DE","South",19752,41081,29565,11515,28,0.261,0.028
"DE","South",19753,41456,29566,11890,28.7,0.264,0.029
"DE","South",19754,41604,29711,11892,28.6,0.265,0.029
"DE","South",19761,41738,30218,11521,27.6,0.265,0.029
"DE","South",19762,41679,30916,10763,25.8,0.265,0.027
"DE","South",19763,41424,31710,9714,23.5,0.263,0.024
"DE","South",19764,41138,32484,8654,21,0.262,0.022
"DE","South",19771,40872,33072,7799,19.1,0.26,0.02
"DE","South",19772,40759,33592,7167,17.6,0.259,0.018
"DE","South",19773,40889,34069,6820,16.7,0.26,0.017
"DE","South",19774,41133,34547,6586,16,0.262,0.017
"DE","South",19781,41450,35118,6332,15.3,0.264,0.016
"DE","South",19782,41789,35724,6065,14.5,0.266,0.015
"DE","South",19783,42062,36386,5676,13.5,0.267,0.014
"DE","South",19784,42476,37116,5361,12.6,0.27,0.014
"DE","South",19791,43220,37908,5312,12.3,0.275,0.014
"DE","South",19792,44341,38758,5583,12.6,0.282,0.014
"DE","South",19793,45823,39641,6182,13.5,0.291,0.016
"DE","South",19794,47481,40535,6946,14.6,0.302,0.018
"DE","South",19801,49171,41382,7790,15.8,0.313,0.02
"DE","South",19802,50688,42239,8449,16.7,0.322,0.022
"DE","South",19803,51780,43092,8688,16.8,0.329,0.022
"DE","South",19804,52406,43939,8466,16.2,0.333,0.022
"DE","South",19911,106696,75218,31477,29.5,0.679,0.486
"DE","South",19912,107548,76604,30944,28.8,0.684,0.48
"DE","South",19913,108366,77973,30393,28,0.689,0.473
"DE","South",19914,109148,79064,30085,27.6,0.694,0.47
"DE","South",19921,109850,79730,30120,27.4,0.699,0.473
"DE","South",19922,110440,79984,30456,27.6,0.702,0.48
"DE","South",19923,110958,80120,30838,27.8,0.706,0.487
"DE","South",19924,111434,80362,31072,27.9,0.709,0.491
"DE","South",19931,111850,80827,31023,27.7,0.711,0.489
"DE","South",19932,112272,81603,30669,27.3,0.714,0.483
"DE","South",19933,112734,82427,30307,26.9,0.717,0.478
"DE","South",19934,113297,83139,30158,26.6,0.72,0.477
"DE","South",19941,114033,83571,30463,26.7,0.725,0.482
"DE","South",19942,114958,83848,31110,27.1,0.731,0.494
"DE","South",19943,115903,84076,31827,27.5,0.737,0.507
"DE","South",19944,116799,84364,32435,27.8,0.743,0.518
"DE","South",19951,117618,84938,32679,27.8,0.748,0.526
"DE","South",19952,118371,85541,32831,27.7,0.753,0.53
"DE","South",19953,119129,86209,32920,27.6,0.758,0.533
"DE","South",19954,119946,86907,33039,27.5,0.763,0.537
"DE","South",19961,120831,87481,33351,27.6,0.768,0.543
"DE","South",19962,121770,88060,33711,27.7,0.774,0.55
"DE","South",19963,122768,88557,34211,27.9,0.781,0.56
"DE","South",19964,123816,88927,34889,28.2,0.787,0.573
"DE","South",19971,124940,89239,35700,28.6,0.795,0.587
"DE","South",19972,126177,89545,36632,29,0.802,0.605
"DE","South",19973,127562,89986,37577,29.5,0.811,0.623
"DE","South",19974,129144,90713,38431,29.8,0.821,0.639
"DE","South",19981,131000,91767,39233,29.9,0.833,0.656
"DE","South",19982,133105,92954,40151,30.2,0.846,0.674
"DE","South",19983,135448,94065,41383,30.6,0.861,0.697
"DE","South",19984,137991,94848,43143,31.3,0.878,0.729
"DE","South",19991,140767,95226,45542,32.4,0.895,0.772
"DE","South",19992,143757,95333,48424,33.7,0.914,0.824
"DE","South",19993,146894,95509,51385,35,0.934,0.876
"DE","South",19994,150174,96077,54097,36,0.955,0.925
"DE","South",20001,153616,97200,56416,36.7,0.977,0.965
"DE","South",20002,157251,98920,58330,37.1,1,1
"DE","South",20003,161123,100854,60269,37.4,1.025,1.037
"DE","South",20004,165230,102726,62504,37.8,1.051,1.079
"DE","South",20011,169512,104369,65143,38.4,1.078,1.132
"DE","South",20012,173955,105568,68387,39.3,1.106,1.193
"DE","South",20013,178655,106620,72034,40.3,1.136,1.261
"DE","South",20014,183710,107655,76055,41.4,1.168,1.334
"DE","South",20021,189099,108582,80518,42.6,1.203,1.413
"DE","South",20022,194821,109682,85139,43.7,1.239,1.497
"DE","South",20023,200786,110655,90131,44.9,1.277,1.589
"DE","South",20024,206951,111349,95602,46.2,1.316,1.69
"DE","South",20031,213435,112037,101398,47.5,1.357,1.8
"DE","South",20032,220421,112594,107826,48.9,1.402,1.919
"DE","South",20033,228055,113531,114524,50.2,1.45,2.044
"DE","South",20034,236518,115272,121246,51.3,1.504,2.169
"DE","South",20041,245831,117910,127921,52,1.563,2.293
"DE","South",20042,255903,121318,134585,52.6,1.627,2.418
"DE","South",20043,266623,124890,141733,53.2,1.696,2.553
"DE","South",20044,277686,128073,149613,53.9,1.766,2.702
"DE","South",20051,288941,130515,158426,54.8,1.837,2.87
"DE","South",20052,300213,132505,167708,55.9,1.909,3.046
"DE","South",20053,311082,134615,176467,56.7,1.978,3.213
"DE","South",20054,321221,137386,183835,57.2,2.043,3.356
"DE","South",20061,330189,140996,189193,57.3,2.1,3.462
"DE","South",20062,337629,145206,192423,57,2.147,3.53
"DE","South",20063,343594,149287,194307,56.6,2.185,3.574
"DE","South",20064,347944,152552,195392,56.2,2.213,3.604
"DE","South",20071,350642,154699,195943,55.9,2.23,3.627
"DE","South",20072,352038,155840,196198,55.7,2.239,3.642
"DE","South",20073,352077,156821,195256,55.5,2.239,3.633
"DE","South",20074,350638,158353,192286,54.8,2.23,3.586
"DE","South",20081,348246,161016,187230,53.8,2.215,3.5
"DE","South",20082,345401,164237,181164,52.5,2.197,3.393
"DE","South",20083,342612,167395,175217,51.1,2.179,3.287
"DE","South",20084,340310,169827,170483,50.1,2.164,3.202
"DE","South",20091,338576,170740,167836,49.6,2.153,3.155
"DE","South",20092,336571,170711,165860,49.3,2.14,3.12
"DE","South",20093,333852,170077,163775,49.1,2.123,3.083
"DE","South",20094,331121,169223,161898,48.9,2.106,3.05
"DE","South",20101,328773,169049,159724,48.6,2.091,3.006
"DE","South",20102,326552,169719,156833,48,2.077,2.954
"DE","South",20103,324270,171441,152829,47.1,2.062,2.882
"DE","South",20104,321678,174616,147061,45.7,2.046,2.777
"DE","South",20111,318622,178252,140370,44.1,2.026,2.657
"DE","South",20112,315787,181880,133907,42.4,2.008,2.539
"DE","South",20113,314102,183903,130200,41.5,1.997,2.473
"DE","South",20114,314033,184128,129905,41.4,1.997,2.472
"DE","South",20121,315441,184356,131085,41.6,2.006,2.498
"DE","South",20122,318567,184590,133977,42.1,2.026,2.558
"DE","South",20123,322879,184831,138048,42.8,2.053,2.64
"DE","South",20124,327294,185080,142214,43.5,2.081,2.725
"DE","South",20131,331778,185335,146444,44.1,2.11,2.811
"DE","South",19831,56641,53809,2832,5,0.36,0.007
"DE","South",19832,57622,54741,2881,5,0.366,0.008
"DE","South",19833,58656,55723,2933,5,0.373,0.01
"DE","South",19834,59686,56702,2984,5,0.38,0.012
"DE","South",19841,60657,57625,3033,5,0.386,0.014
"DE","South",19842,61669,58585,3083,5,0.392,0.017
"DE","South",19843,62745,59608,3137,5,0.399,0.021
"DE","South",19844,63895,60700,3195,5,0.406,0.027
"DE","South",19851,65148,61890,3257,5,0.414,0.034
"DE","South",19852,66511,63185,3326,5,0.423,0.043
"DE","South",19853,67983,63982,4001,5.9,0.432,0.058
"DE","South",19854,69597,64304,5293,7.6,0.443,0.076
"DE","South",19861,71394,64571,6823,9.6,0.454,0.099
"DE","South",19862,73365,64798,8566,11.7,0.467,0.124
"DE","South",19863,75513,65058,10455,13.8,0.48,0.152
"DE","South",19864,77814,65418,12397,15.9,0.495,0.181
"DE","South",19871,80211,65899,14312,17.8,0.51,0.209
"DE","South",19872,82633,66488,16145,19.5,0.525,0.237
"DE","South",19873,85046,67094,17952,21.1,0.541,0.264
"DE","South",19874,87388,67639,19749,22.6,0.556,0.292
"DE","South",19881,89659,68094,21565,24.1,0.57,0.32
"DE","South",19882,91913,68480,23433,25.5,0.585,0.349
"DE","South",19883,94152,68900,25251,26.8,0.599,0.378
"DE","South",19884,96338,69442,26896,27.9,0.613,0.404
"DE","South",19891,98410,70164,28246,28.7,0.626,0.427
"DE","South",19892,100305,70932,29373,29.3,0.638,0.445
"DE","South",19893,101881,71655,30226,29.7,0.648,0.46
"DE","South",19894,103026,72212,30813,29.9,0.655,0.47
"DE","South",19901,103736,72541,31195,30.1,0.66,0.476
"DE","South",19902,104064,72857,31208,30,0.662,0.477
"DE","South",19903,104965,73298,31667,30.2,0.668,0.486
"DE","South",19904,105819,74059,31760,30,0.673,0.489
"FL","South",19751,35911,22544,13367,37.2,0.244,0.113
"FL","South",19752,36045,22762,13283,36.9,0.245,0.113
"FL","South",19753,35895,22916,12979,36.2,0.244,0.111
"FL","South",19754,35801,23077,12725,35.5,0.244,0.109
"FL","South",19761,35906,23370,12536,34.9,0.244,0.108
"FL","South",19762,36193,23702,12492,34.5,0.246,0.109
"FL","South",19763,36515,24078,12437,34.1,0.248,0.109
"FL","South",19764,36992,24486,12506,33.8,0.252,0.11
"FL","South",19771,37645,24873,12772,33.9,0.256,0.113
"FL","South",19772,38444,25301,13143,34.2,0.262,0.117
"FL","South",19773,39282,25740,13541,34.5,0.267,0.121
"FL","South",19774,40330,26186,14144,35.1,0.274,0.127
"FL","South",19781,41615,26689,14926,35.9,0.283,0.136
"FL","South",19782,43058,27222,15836,36.8,0.293,0.145
"FL","South",19783,44548,27845,16703,37.5,0.303,0.154
"FL","South",19784,46122,28608,17514,38,0.314,0.163
"FL","South",19791,47795,29494,18300,38.3,0.325,0.172
"FL","South",19792,49496,30459,19037,38.5,0.337,0.18
"FL","South",19793,51198,31407,19792,38.7,0.348,0.189
"FL","South",19794,52910,32233,20677,39.1,0.36,0.199
"FL","South",19801,54604,32948,21656,39.7,0.372,0.21
"FL","South",19802,56297,33630,22667,40.3,0.383,0.221
"FL","South",19803,58010,34460,23550,40.6,0.395,0.232
"FL","South",19804,59631,35626,24005,40.3,0.406,0.238
"FL","South",19811,61108,37206,23902,39.1,0.416,0.239
"FL","South",19812,62475,38976,23499,37.6,0.425,0.237
"FL","South",19813,63822,40691,23131,36.2,0.434,0.235
"FL","South",19814,65317,42067,23250,35.6,0.444,0.237
"FL","South",19821,66866,42802,24064,36,0.455,0.247
"FL","South",19822,68329,43145,25184,36.9,0.465,0.26
"FL","South",19823,69634,43277,26357,37.9,0.474,0.273
"FL","South",19824,70755,43403,27352,38.7,0.481,0.284
"FL","South",19831,71732,43733,27999,39,0.488,0.292
"FL","South",19832,72608,44261,28347,39,0.494,0.297
"FL","South",19833,73390,44849,28541,38.9,0.499,0.3
"FL","South",19834,74120,45416,28703,38.7,0.504,0.303
"FL","South",19841,74826,45917,28910,38.6,0.509,0.308
"FL","South",19842,75508,46329,29179,38.6,0.514,0.312
"FL","South",19843,76159,46738,29420,38.6,0.518,0.317
"FL","South",19844,76791,47199,29591,38.5,0.523,0.321
"FL","South",19851,77481,47719,29763,38.4,0.527,0.325
"FL","South",19852,78270,48251,30020,38.4,0.533,0.329
"FL","South",19853,79196,48712,30484,38.5,0.539,0.336
"FL","South",19854,80288,49016,31272,38.9,0.546,0.347
"FL","South",19861,81508,49161,32347,39.7,0.555,0.361
"FL","South",19862,82782,49178,33604,40.6,0.563,0.378
"FL","South",19863,83999,49214,34785,41.4,0.572,0.393
"FL","South",19864,85141,49404,35737,42,0.579,0.406
"FL","South",19871,86251,49855,36396,42.2,0.587,0.416
"FL","South",19872,87368,50517,36850,42.2,0.594,0.423
"FL","South",19873,88513,51269,37244,42.1,0.602,0.43
"FL","South",19874,89745,52006,37738,42.1,0.611,0.438
"FL","South",19881,91089,52583,38506,42.3,0.62,0.45
"FL","South",19882,92517,53072,39445,42.6,0.63,0.463
"FL","South",19883,93956,53509,40447,43,0.639,0.478
"FL","South",19884,95375,53927,41448,43.5,0.649,0.493
"FL","South",19891,96767,54428,42339,43.8,0.658,0.507
"FL","South",19892,98124,54898,43226,44.1,0.668,0.52
"FL","South",19893,99419,55377,44043,44.3,0.677,0.533
"FL","South",19894,100585,55869,44716,44.5,0.684,0.543
"FL","South",19901,101591,56324,45267,44.6,0.691,0.552
"FL","South",19902,102458,56807,45651,44.6,0.697,0.56
"FL","South",19903,102900,57260,45640,44.4,0.7,0.562
"FL","South",19904,103313,57655,45659,44.2,0.703,0.565
"FL","South",19911,103742,57972,45770,44.1,0.706,0.568
"FL","South",19912,104167,58237,45930,44.1,0.709,0.573
"FL","South",19913,104596,58478,46118,44.1,0.712,0.578
"FL","South",19914,105070,58728,46341,44.1,0.715,0.583
"FL","South",19921,105593,59170,46424,44,0.719,0.588
"FL","South",19922,106159,59551,46608,43.9,0.722,0.592
"FL","South",19923,106809,59996,46813,43.8,0.727,0.596
"FL","South",19924,107535,60538,46997,43.7,0.732,0.599
"FL","South",19931,108340,60983,47357,43.7,0.737,0.602
"FL","South",19932,109231,61713,47518,43.5,0.743,0.605
"FL","South",19933,110174,62487,47687,43.3,0.75,0.609
"FL","South",19934,111151,63230,47920,43.1,0.756,0.613
"FL","South",19941,112131,63865,48266,43,0.763,0.62
"FL","South",19942,113095,64401,48695,43.1,0.77,0.628
"FL","South",19943,114039,64887,49153,43.1,0.776,0.636
"FL","South",19944,114942,65356,49586,43.1,0.782,0.644
"FL","South",19951,115796,65975,49821,43,0.788,0.652
"FL","South",19952,116615,66505,50110,43,0.794,0.659
"FL","South",19953,117421,67055,50367,42.9,0.799,0.665
"FL","South",19954,118204,67644,50560,42.8,0.804,0.67
"FL","South",19961,118984,68190,50794,42.7,0.81,0.675
"FL","South",19962,119771,68828,50943,42.5,0.815,0.679
"FL","South",19963,120565,69445,51120,42.4,0.82,0.684
"FL","South",19964,121389,69986,51402,42.3,0.826,0.691
"FL","South",19971,122287,70446,51841,42.4,0.832,0.7
"FL","South",19972,123274,70814,52460,42.6,0.839,0.712
"FL","South",19973,124399,71176,53223,42.8,0.846,0.726
"FL","South",19974,125695,71594,54100,43,0.855,0.741
"FL","South",19981,127144,72170,54974,43.2,0.865,0.757
"FL","South",19982,128712,72756,55956,43.5,0.876,0.774
"FL","South",19983,130391,73345,57047,43.8,0.887,0.792
"FL","South",19984,132196,73882,58314,44.1,0.9,0.813
"FL","South",19991,134153,74320,59833,44.6,0.913,0.837
"FL","South",19992,136281,74702,61579,45.2,0.927,0.865
"FL","South",19993,138589,75067,63522,45.8,0.943,0.895
"FL","South",19994,141119,75461,65658,46.5,0.96,0.927
"FL","South",20001,143901,75797,68104,47.3,0.979,0.962
"FL","South",20002,146960,76431,70529,48,1,1
"FL","South",20003,150330,77206,73124,48.6,1.023,1.041
"FL","South",20004,154022,78122,75900,49.3,1.048,1.086
"FL","South",20011,158023,79376,78647,49.8,1.075,1.135
"FL","South",20012,162301,80376,81925,50.5,1.104,1.188
"FL","South",20013,166816,81316,85501,51.3,1.135,1.246
"FL","South",20014,171525,82136,89389,52.1,1.167,1.307
"FL","South",20021,176424,82682,93741,53.1,1.2,1.373
"FL","South",20022,181537,83339,98198,54.1,1.235,1.443
"FL","South",20023,186893,84045,102848,55,1.272,1.517
"FL","South",20024,192567,84884,107684,55.9,1.31,1.594
"FL","South",20031,198669,86098,112571,56.7,1.352,1.672
"FL","South",20032,205376,87609,117767,57.3,1.397,1.756
"FL","South",20033,212971,89510,123461,58,1.449,1.848
"FL","South",20034,221775,91892,129882,58.6,1.509,1.951
"FL","South",20041,232057,94630,137427,59.2,1.579,2.072
"FL","South",20042,244028,97664,146364,60,1.661,2.215
"FL","South",20043,257717,100738,156979,60.9,1.754,2.385
"FL","South",20044,272920,103581,169339,62,1.857,2.582
"FL","South",20051,289170,106210,182961,63.3,1.968,2.802
"FL","South",20052,305611,108499,197111,64.5,2.08,3.029
"FL","South",20053,321061,110917,210145,65.5,2.185,3.24
"FL","South",20054,334274,113810,220464,66,2.275,3.409
"FL","South",20061,344366,117165,227201,66,2.343,3.521
"FL","South",20062,350900,120921,229978,65.5,2.388,3.573
"FL","South",20063,353792,124471,229321,64.8,2.407,3.572
"FL","South",20064,353036,127271,225765,63.9,2.402,3.525
"FL","South",20071,348475,129102,219373,63,2.371,3.434
"FL","South",20072,339965,130112,209852,61.7,2.313,3.291
"FL","South",20073,327626,130982,196644,60,2.229,3.09
"FL","South",20074,312170,132319,179850,57.6,2.124,2.83
"FL","South",20081,294566,134583,159983,54.3,2.004,2.52
"FL","South",20082,276399,137396,139003,50.3,1.881,2.192
"FL","South",20083,259357,140199,119158,45.9,1.765,1.881
"FL","South",20084,244751,142441,102310,41.8,1.665,1.616
"FL","South",20091,233278,143421,89858,38.5,1.587,1.419
"FL","South",20092,224871,143571,81300,36.2,1.53,1.284
"FL","South",20093,218933,143137,75796,34.6,1.49,1.198
"FL","South",20094,214619,142377,72242,33.7,1.46,1.141
"FL","South",20101,211075,142104,68971,32.7,1.436,1.088
"FL","South",20102,207783,142313,65470,31.5,1.414,1.033
"FL","South",20103,204621,143343,61278,29.9,1.392,0.967
"FL","South",20104,201808,145621,56187,27.8,1.373,0.887
"FL","South",20111,199715,148362,51353,25.7,1.359,0.812
"FL","South",20112,198998,151241,47758,24,1.354,0.756
"FL","South",20113,199870,152823,47047,23.5,1.36,0.746
"FL","South",20114,202217,152873,49345,24.4,1.376,0.783
"FL","South",20121,205852,152927,52925,25.7,1.401,0.841
"FL","South",20122,210379,152987,57391,27.3,1.432,0.913
"FL","South",20123,215338,153053,62286,28.9,1.465,0.992
"FL","South",20124,220473,153124,67349,30.5,1.5,1.073
"FL","South",20131,225677,153201,72476,32.1,1.536,1.156
"GA","South",19751,28374,24534,3840,13.5,0.193,0.039
"GA","South",19752,28543,24718,3825,13.4,0.194,0.039
"GA","South",19753,28763,24842,3921,13.6,0.196,0.04
"GA","South",19754,29033,24991,4041,13.9,0.197,0.042
"GA","South",19761,29395,25291,4104,14,0.2,0.043
"GA","South",19762,29889,25670,4219,14.1,0.203,0.044
"GA","South",19763,30462,26115,4348,14.3,0.207,0.046
"GA","South",19764,30982,26602,4380,14.1,0.211,0.046
"GA","South",19771,31454,27083,4371,13.9,0.214,0.046
"GA","South",19772,31961,27577,4384,13.7,0.217,0.046
"GA","South",19773,32573,28073,4500,13.8,0.221,0.048
"GA","South",19774,33285,28560,4725,14.2,0.226,0.05
"GA","South",19781,34093,29066,5027,14.7,0.232,0.054
"GA","South",19782,34932,29591,5341,15.3,0.237,0.058
"GA","South",19783,35856,30179,5677,15.8,0.244,0.062
"GA","South",19784,36863,30871,5992,16.3,0.251,0.065
"GA","South",19791,37980,31693,6287,16.6,0.258,0.069
"GA","South",19792,39206,32611,6594,16.8,0.267,0.073
"GA","South",19793,40509,33584,6925,17.1,0.275,0.077
"GA","South",19794,41867,34565,7302,17.4,0.285,0.081
"GA","South",19801,43209,35438,7771,18,0.294,0.086
"GA","South",19802,44474,36252,8222,18.5,0.302,0.092
"GA","South",19803,45688,36969,8719,19.1,0.311,0.098
"GA","South",19804,46886,37562,9323,19.9,0.319,0.105
"GA","South",19811,48092,38125,9967,20.7,0.327,0.113
"GA","South",19812,49262,38649,10613,21.5,0.335,0.121
"GA","South",19813,50402,39273,11130,22.1,0.343,0.127
"GA","South",19814,51520,40124,11396,22.1,0.35,0.13
"GA","South",19821,52561,41201,11360,21.6,0.357,0.13
"GA","South",19822,53525,42422,11103,20.7,0.364,0.128
"GA","South",19823,54428,43573,10854,19.9,0.37,0.125
"GA","South",19824,55345,44441,10904,19.7,0.376,0.126
"GA","South",19831,56299,44803,11496,20.4,0.383,0.133
"GA","South",19832,57309,44871,12437,21.7,0.39,0.144
"GA","South",19833,58388,44785,13603,23.3,0.397,0.158
"GA","South",19834,59519,44710,14809,24.9,0.405,0.173
"GA","South",19841,60713,44909,15805,26,0.413,0.185
"GA","South",19842,61926,45215,16711,27,0.421,0.197
"GA","South",19843,63156,45607,17549,27.8,0.429,0.208
"GA","South",19844,64469,46041,18428,28.6,0.438,0.219
"GA","South",19851,65850,46451,19399,29.5,0.448,0.232
"GA","South",19852,67313,46844,20469,30.4,0.458,0.246
"GA","South",19853,68934,47228,21706,31.5,0.469,0.262
"GA","South",19854,70633,47598,23034,32.6,0.48,0.28
"GA","South",19861,72344,47986,24358,33.7,0.492,0.297
"GA","South",19862,74033,48376,25657,34.7,0.503,0.314
"GA","South",19863,75694,48802,26892,35.5,0.515,0.331
"GA","South",19864,77326,49296,28030,36.2,0.526,0.347
"GA","South",19871,78911,49845,29066,36.8,0.536,0.361
"GA","South",19872,80428,50465,29963,37.3,0.547,0.373
"GA","South",19873,81868,51095,30773,37.6,0.557,0.385
"GA","South",19874,83234,51686,31548,37.9,0.566,0.396
"GA","South",19881,84536,52196,32340,38.3,0.575,0.408
"GA","South",19882,85755,52630,33125,38.6,0.583,0.42
"GA","South",19883,86873,53025,33848,39,0.591,0.431
"GA","South",19884,87928,53409,34520,39.3,0.598,0.441
"GA","South",19891,88968,53861,35107,39.5,0.605,0.451
"GA","South",19892,89998,54285,35713,39.7,0.612,0.46
"GA","South",19893,90991,54711,36280,39.9,0.619,0.469
"GA","South",19894,91879,55137,36741,40,0.625,0.476
"GA","South",19901,92629,55477,37152,40.1,0.63,0.481
"GA","South",19902,93290,55925,37365,40.1,0.634,0.485
"GA","South",19903,93462,56394,37069,39.7,0.635,0.483
"GA","South",19904,93667,56880,36788,39.3,0.637,0.481
"GA","South",19911,93952,57365,36587,38.9,0.639,0.48
"GA","South",19912,94310,57827,36483,38.7,0.641,0.48
"GA","South",19913,94760,58258,36502,38.5,0.644,0.483
"GA","South",19914,95306,58639,36667,38.5,0.648,0.487
"GA","South",19921,95916,59113,36804,38.4,0.652,0.493
"GA","South",19922,96564,59441,37122,38.4,0.656,0.499
"GA","South",19923,97282,59799,37483,38.5,0.661,0.505
"GA","South",19924,98028,60256,37772,38.5,0.666,0.51
"GA","South",19931,98812,60721,38090,38.5,0.672,0.514
"GA","South",19932,99642,61471,38171,38.3,0.677,0.516
"GA","South",19933,100529,62297,38232,38,0.683,0.518
"GA","South",19934,101487,63124,38363,37.8,0.69,0.521
"GA","South",19941,102525,63847,38678,37.7,0.697,0.528
"GA","South",19942,103636,64483,39153,37.8,0.705,0.536
"GA","South",19943,104804,65055,39748,37.9,0.712,0.547
"GA","South",19944,106016,65571,40445,38.1,0.721,0.559
"GA","South",19951,107280,66194,41086,38.3,0.729,0.572
"GA","South",19952,108603,66727,41876,38.6,0.738,0.586
"GA","South",19953,109971,67317,42654,38.8,0.748,0.6
"GA","South",19954,111355,68033,43321,38.9,0.757,0.612
"GA","South",19961,112724,68836,43888,38.9,0.766,0.622
"GA","South",19962,114059,69823,44236,38.8,0.775,0.629
"GA","South",19963,115373,70840,44533,38.6,0.784,0.636
"GA","South",19964,116707,71795,44912,38.5,0.793,0.645
"GA","South",19971,118116,72580,45536,38.6,0.803,0.657
"GA","South",19972,119618,73239,46379,38.8,0.813,0.673
"GA","South",19973,121253,73827,47426,39.1,0.824,0.691
"GA","South",19974,123045,74389,48656,39.5,0.836,0.713
"GA","South",19981,125004,75053,49951,40,0.85,0.736
"GA","South",19982,127127,75703,51424,40.5,0.864,0.762
"GA","South",19983,129398,76388,53011,41,0.88,0.789
"GA","South",19984,131800,77124,54677,41.5,0.896,0.818
"GA","South",19991,134304,77922,56382,42,0.913,0.847
"GA","South",19992,136863,78736,58127,42.5,0.93,0.877
"GA","South",19993,139452,79552,59901,43,0.948,0.908
"GA","South",19994,142030,80339,61691,43.4,0.966,0.939
"GA","South",20001,144581,80930,63652,44,0.983,0.969
"GA","South",20002,147099,81711,65388,44.5,1,1
"GA","South",20003,149553,82570,66984,44.8,1.017,1.029
"GA","South",20004,151943,83543,68400,45,1.033,1.057
"GA","South",20011,154251,84908,69343,45,1.049,1.082
"GA","South",20012,156464,86045,70419,45,1.064,1.105
"GA","South",20013,158578,87163,71414,45,1.078,1.126
"GA","South",20014,160618,88227,72391,45.1,1.092,1.146
"GA","South",20021,162599,88983,73616,45.3,1.105,1.167
"GA","South",20022,164515,89815,74700,45.4,1.118,1.188
"GA","South",20023,166419,90537,75882,45.6,1.131,1.211
"GA","South",20024,168285,91107,77178,45.9,1.144,1.236
"GA","South",20031,170063,91771,78292,46,1.156,1.259
"GA","South",20032,171749,92479,79270,46.2,1.168,1.279
"GA","South",20033,173419,93530,79889,46.1,1.179,1.294
"GA","South",20034,175151,95199,79952,45.6,1.191,1.299
"GA","South",20041,177051,97551,79500,44.9,1.204,1.296
"GA","South",20042,179185,100448,78737,43.9,1.218,1.288
"GA","South",20043,181595,103501,78094,43,1.235,1.282
"GA","South",20044,184294,106334,77960,42.3,1.253,1.284
"GA","South",20051,187270,108526,78744,42,1.273,1.301
"GA","South",20052,190468,110428,80041,42,1.295,1.327
"GA","South",20053,193787,112253,81533,42.1,1.317,1.357
"GA","South",20054,197081,114255,82826,42,1.34,1.385
"GA","South",20061,200164,116615,83549,41.7,1.361,1.403
"GA","South",20062,202933,119067,83866,41.3,1.38,1.415
"GA","South",20063,205323,121374,83950,40.9,1.396,1.422
"GA","South",20064,207229,123256,83973,40.5,1.409,1.429
"GA","South",20071,208381,124762,83619,40.1,1.417,1.431
"GA","South",20072,208553,125874,82679,39.6,1.418,1.42
"GA","South",20073,207604,127097,80507,38.8,1.411,1.388
"GA","South",20074,205649,128860,76789,37.3,1.398,1.328
"GA","South",20081,202820,131323,71497,35.3,1.379,1.24
"GA","South",20082,199375,134224,65151,32.7,1.355,1.133
"GA","South",20083,195667,137010,58657,30,1.33,1.022
"GA","South",20084,192082,139136,52946,27.6,1.306,0.924
"GA","South",20091,188997,139782,49215,26,1.285,0.86
"GA","South",20092,186206,139381,46825,25.1,1.266,0.82
"GA","South",20093,183559,138048,45511,24.8,1.248,0.798
"GA","South",20094,180621,135914,44707,24.8,1.228,0.784
"GA","South",20101,177249,134486,42763,24.1,1.205,0.75
"GA","South",20102,173545,133724,39822,22.9,1.18,0.699
"GA","South",20103,169522,134831,34691,20.5,1.152,0.61
"GA","South",20104,165723,139061,26661,16.1,1.127,0.47
"GA","South",20111,162645,144249,18397,11.3,1.106,0.325
"GA","South",20112,160591,149683,10908,6.8,1.092,0.193
"GA","South",20113,159854,151266,8588,5.4,1.087,0.152
"GA","South",20114,160439,151278,9161,5.7,1.091,0.162
"GA","South",20121,162245,151295,10949,6.7,1.103,0.194
"GA","South",20122,165223,151322,13902,8.4,1.123,0.247
"GA","South",20123,169038,151359,17680,10.5,1.149,0.314
"GA","South",20124,173431,151408,22024,12.7,1.179,0.392
"GA","South",20131,178114,151469,26645,15,1.211,0.475
"HI","West",19751,83813,44668,39145,46.7,0.254,0.196
